,STATE,DATE,HIGHWAY_GALLONS,State_abb,StateCode,FIPScode,MF_num,year
1442,Louisiana,1978-09-30,609989000.0,LA,19.0,22.0,MF-22,1978
1443,Louisiana,1978-12-31,621150000.0,LA,19.0,22.0,MF-22,1978
1444,Maine,1960-03-31,70806000.0,ME,20.0,23.0,MF-22,1960
1445,Maine,1960-06-30,87320000.0,ME,20.0,23.0,MF-22,1960
1446,Maine,1960-09-30,107902000.0,ME,20.0,23.0,MF-22,1960
1447,Maine,1960-12-31,85172000.0,ME,20.0,23.0,MF-22,1960
1448,Maine,1961-03-31,72287000.0,ME,20.0,23.0,MF-22,1961
1449,Maine,1961-06-30,88313000.0,ME,20.0,23.0,MF-22,1961
1450,Maine,1961-09-30,109789000.0,ME,20.0,23.0,MF-22,1961
1451,Maine,1961-12-31,87372000.0,ME,20.0,23.0,MF-22,1961
1452,Maine,1962-03-31,74779000.0,ME,20.0,23.0,MF-22,1962
1453,Maine,1962-06-30,89440000.0,ME,20.0,23.0,MF-22,1962
1454,Maine,1962-09-30,109493000.0,ME,20.0,23.0,MF-22,1962
1455,Maine,1962-12-31,87964000.0,ME,20.0,23.0,MF-22,1962
1456,Maine,1963-03-31,75186000.0,ME,20.0,23.0,MF-22,1963
1457,Maine,1963-06-30,91413000.0,ME,20.0,23.0,MF-22,1963
1458,Maine,1963-09-30,114470000.0,ME,20.0,23.0,MF-22,1963
1459,Maine,1963-12-31,90320000.0,ME,20.0,23.0,MF-22,1963
1460,Maine,1964-03-31,79946000.0,ME,20.0,23.0,MF-22,1964
1461,Maine,1964-06-30,96063000.0,ME,20.0,23.0,MF-22,1964
1462,Maine,1964-09-30,118315000.0,ME,20.0,23.0,MF-22,1964
1463,Maine,1964-12-31,94538000.0,ME,20.0,23.0,MF-22,1964
1464,Maine,1965-03-31,81938000.0,ME,20.0,23.0,MF-22,1965
1465,Maine,1965-06-30,100098000.0,ME,20.0,23.0,MF-22,1965
1466,Maine,1965-09-30,123436000.0,ME,20.0,23.0,MF-22,1965
1467,Maine,1965-12-31,97614000.0,ME,20.0,23.0,MF-22,1965
1468,Maine,1966-03-31,85039000.0,ME,20.0,23.0,MF-22,1966
1469,Maine,1966-06-30,104652000.0,ME,20.0,23.0,MF-22,1966
1470,Maine,1966-09-30,129166000.0,ME,20.0,23.0,MF-22,1966
1471,Maine,1966-12-31,100805000.0,ME,20.0,23.0,MF-22,1966
1472,Maine,1967-03-31,91302000.0,ME,20.0,23.0,MF-22,1967
1473,Maine,1967-06-30,105390000.0,ME,20.0,23.0,MF-22,1967
1474,Maine,1967-09-30,130108000.0,ME,20.0,23.0,MF-22,1967
1475,Maine,1967-12-31,104304000.0,ME,20.0,23.0,MF-22,1967
1476,Maine,1968-03-31,96128000.0,ME,20.0,23.0,MF-22,1968
1477,Maine,1968-06-30,109873000.0,ME,20.0,23.0,MF-22,1968
1478,Maine,1968-09-30,138501000.0,ME,20.0,23.0,MF-22,1968
1479,Maine,1968-12-31,110290000.0,ME,20.0,23.0,MF-22,1968
1480,Maine,1969-03-31,98340000.0,ME,20.0,23.0,MF-22,1969
1481,Maine,1969-06-30,117776000.0,ME,20.0,23.0,MF-22,1969
1482,Maine,1969-09-30,138775000.0,ME,20.0,23.0,MF-22,1969
1483,Maine,1969-12-31,116594000.0,ME,20.0,23.0,MF-22,1969
1484,Maine,1970-03-31,104671000.0,ME,20.0,23.0,MF-22,1970
1485,Maine,1970-06-30,120345000.0,ME,20.0,23.0,MF-22,1970
1486,Maine,1970-09-30,152379000.0,ME,20.0,23.0,MF-22,1970
1487,Maine,1970-12-31,122748000.0,ME,20.0,23.0,MF-22,1970
1488,Maine,1971-03-31,109498000.0,ME,20.0,23.0,MF-22,1971
1489,Maine,1971-06-30,128726000.0,ME,20.0,23.0,MF-22,1971
1490,Maine,1971-09-30,159428000.0,ME,20.0,23.0,MF-22,1971
1491,Maine,1971-12-31,130013000.0,ME,20.0,23.0,MF-22,1971
1492,Maine,1972-03-31,119364000.0,ME,20.0,23.0,MF-22,1972
1493,Maine,1972-06-30,135813000.0,ME,20.0,23.0,MF-22,1972
1494,Maine,1972-09-30,168754000.0,ME,20.0,23.0,MF-22,1972
1495,Maine,1972-12-31,138325000.0,ME,20.0,23.0,MF-22,1972
1496,Maine,1973-03-31,125826000.0,ME,20.0,23.0,MF-22,1973
1497,Maine,1973-06-30,143611000.0,ME,20.0,23.0,MF-22,1973
1498,Maine,1973-09-30,174937000.0,ME,20.0,23.0,MF-22,1973
1499,Maine,1973-12-31,138744000.0,ME,20.0,23.0,MF-22,1973
1500,Maine,1974-03-31,116434000.0,ME,20.0,23.0,MF-22,1974
1501,Maine,1974-06-30,139921000.0,ME,20.0,23.0,MF-22,1974
1502,Maine,1974-09-30,171102000.0,ME,20.0,23.0,MF-22,1974
1503,Maine,1974-12-31,140198000.0,ME,20.0,23.0,MF-22,1974
1504,Maine,1975-03-31,123317000.0,ME,20.0,23.0,MF-22,1975
1505,Maine,1975-06-30,143132000.0,ME,20.0,23.0,MF-22,1975
1506,Maine,1975-09-30,172323000.0,ME,20.0,23.0,MF-22,1975
1507,Maine,1975-12-31,143820000.0,ME,20.0,23.0,MF-22,1975
1508,Maine,1976-03-31,130427000.0,ME,20.0,23.0,MF-22,1976
1509,Maine,1976-06-30,150596000.0,ME,20.0,23.0,MF-22,1976
1510,Maine,1976-09-30,181610000.0,ME,20.0,23.0,MF-22,1976
1511,Maine,1976-12-31,153252000.0,ME,20.0,23.0,MF-22,1976
1512,Maine,1977-03-31,135175000.0,ME,20.0,23.0,MF-22,1977
1513,Maine,1977-06-30,154198000.0,ME,20.0,23.0,MF-22,1977
1514,Maine,1977-09-30,185948000.0,ME,20.0,23.0,MF-22,1977
1515,Maine,1977-12-31,155906000.0,ME,20.0,23.0,MF-22,1977
1516,Maine,1978-03-31,139935000.0,ME,20.0,23.0,MF-22,1978
1517,Maine,1978-06-30,158696000.0,ME,20.0,23.0,MF-22,1978
1518,Maine,1978-09-30,188539000.0,ME,20.0,23.0,MF-22,1978
1519,Maine,1978-12-31,159047000.0,ME,20.0,23.0,MF-22,1978
1520,Maryland,1960-03-31,217085000.0,MD,21.0,24.0,MF-22,1960
1521,Maryland,1960-06-30,249327000.0,MD,21.0,24.0,MF-22,1960
1522,Maryland,1960-09-30,252702000.0,MD,21.0,24.0,MF-22,1960
1523,Maryland,1960-12-31,242781000.0,MD,21.0,24.0,MF-22,1960
1524,Maryland,1961-03-31,219129000.0,MD,21.0,24.0,MF-22,1961
1525,Maryland,1961-06-30,257480000.0,MD,21.0,24.0,MF-22,1961
1526,Maryland,1961-09-30,262720000.0,MD,21.0,24.0,MF-22,1961
1527,Maryland,1961-12-31,252785000.0,MD,21.0,24.0,MF-22,1961
1528,Maryland,1962-03-31,239019000.0,MD,21.0,24.0,MF-22,1962
1529,Maryland,1962-06-30,272544000.0,MD,21.0,24.0,MF-22,1962
1530,Maryland,1962-09-30,274880000.0,MD,21.0,24.0,MF-22,1962
1531,Maryland,1962-12-31,264174000.0,MD,21.0,24.0,MF-22,1962
1532,Maryland,1963-03-31,252618000.0,MD,21.0,24.0,MF-22,1963
1533,Maryland,1963-06-30,285500000.0,MD,21.0,24.0,MF-22,1963
1534,Maryland,1963-09-30,291873000.0,MD,21.0,24.0,MF-22,1963
1535,Maryland,1963-12-31,284970000.0,MD,21.0,24.0,MF-22,1963
1536,Maryland,1964-03-31,267912000.0,MD,21.0,24.0,MF-22,1964
1537,Maryland,1964-06-30,302998000.0,MD,21.0,24.0,MF-22,1964
1538,Maryland,1964-09-30,305246000.0,MD,21.0,24.0,MF-22,1964
1539,Maryland,1964-12-31,300631000.0,MD,21.0,24.0,MF-22,1964
1540,Maryland,1965-03-31,281091000.0,MD,21.0,24.0,MF-22,1965
1541,Maryland,1965-06-30,318993000.0,MD,21.0,24.0,MF-22,1965
1542,Maryland,1965-09-30,321770000.0,MD,21.0,24.0,MF-22,1965
1543,Maryland,1965-12-31,309923000.0,MD,21.0,24.0,MF-22,1965
1544,Maryland,1966-03-31,305380000.0,MD,21.0,24.0,MF-22,1966
1545,Maryland,1966-06-30,331729000.0,MD,21.0,24.0,MF-22,1966
1546,Maryland,1966-09-30,340255000.0,MD,21.0,24.0,MF-22,1966
1547,Maryland,1966-12-31,333339000.0,MD,21.0,24.0,MF-22,1966
1548,Maryland,1967-03-31,312170000.0,MD,21.0,24.0,MF-22,1967
1549,Maryland,1967-06-30,351062000.0,MD,21.0,24.0,MF-22,1967
1550,Maryland,1967-09-30,359594000.0,MD,21.0,24.0,MF-22,1967
1551,Maryland,1967-12-31,352476000.0,MD,21.0,24.0,MF-22,1967
1552,Maryland,1968-03-31,340025000.0,MD,21.0,24.0,MF-22,1968
1553,Maryland,1968-06-30,368771000.0,MD,21.0,24.0,MF-22,1968
1554,Maryland,1968-09-30,387136000.0,MD,21.0,24.0,MF-22,1968
1555,Maryland,1968-12-31,374891000.0,MD,21.0,24.0,MF-22,1968
1556,Maryland,1969-03-31,361235000.0,MD,21.0,24.0,MF-22,1969
1557,Maryland,1969-06-30,399580000.0,MD,21.0,24.0,MF-22,1969
1558,Maryland,1969-09-30,409556000.0,MD,21.0,24.0,MF-22,1969
1559,Maryland,1969-12-31,405026000.0,MD,21.0,24.0,MF-22,1969
1560,Maryland,1970-03-31,387544000.0,MD,21.0,24.0,MF-22,1970
1561,Maryland,1970-06-30,422538000.0,MD,21.0,24.0,MF-22,1970
1562,Maryland,1970-09-30,437339000.0,MD,21.0,24.0,MF-22,1970
1563,Maryland,1970-12-31,430467000.0,MD,21.0,24.0,MF-22,1970
1564,Maryland,1971-03-31,405570000.0,MD,21.0,24.0,MF-22,1971
1565,Maryland,1971-06-30,446892000.0,MD,21.0,24.0,MF-22,1971
1566,Maryland,1971-09-30,467197000.0,MD,21.0,24.0,MF-22,1971
1567,Maryland,1971-12-31,453471000.0,MD,21.0,24.0,MF-22,1971
1568,Maryland,1972-03-31,439920000.0,MD,21.0,24.0,MF-22,1972
1569,Maryland,1972-06-30,481381000.0,MD,21.0,24.0,MF-22,1972
1570,Maryland,1972-09-30,499387000.0,MD,21.0,24.0,MF-22,1972
1571,Maryland,1972-12-31,481364000.0,MD,21.0,24.0,MF-22,1972
1572,Maryland,1973-03-31,470868000.0,MD,21.0,24.0,MF-22,1973
1573,Maryland,1973-06-30,502118000.0,MD,21.0,24.0,MF-22,1973
1574,Maryland,1973-09-30,511242000.0,MD,21.0,24.0,MF-22,1973
1575,Maryland,1973-12-31,488883000.0,MD,21.0,24.0,MF-22,1973
1576,Maryland,1974-03-31,427294000.0,MD,21.0,24.0,MF-22,1974
1577,Maryland,1974-06-30,488669000.0,MD,21.0,24.0,MF-22,1974
1578,Maryland,1974-09-30,505983000.0,MD,21.0,24.0,MF-22,1974
1579,Maryland,1974-12-31,498500000.0,MD,21.0,24.0,MF-22,1974
1580,Maryland,1975-03-31,463602000.0,MD,21.0,24.0,MF-22,1975
1581,Maryland,1975-06-30,509783000.0,MD,21.0,24.0,MF-22,1975
1582,Maryland,1975-09-30,506296000.0,MD,21.0,24.0,MF-22,1975
1583,Maryland,1975-12-31,505498000.0,MD,21.0,24.0,MF-22,1975
1584,Maryland,1976-03-31,485013000.0,MD,21.0,24.0,MF-22,1976
1585,Maryland,1976-06-30,529481000.0,MD,21.0,24.0,MF-22,1976
1586,Maryland,1976-09-30,528856000.0,MD,21.0,24.0,MF-22,1976
1587,Maryland,1976-12-31,532583000.0,MD,21.0,24.0,MF-22,1976
1588,Maryland,1977-03-31,501564000.0,MD,21.0,24.0,MF-22,1977
1589,Maryland,1977-06-30,543549000.0,MD,21.0,24.0,MF-22,1977
1590,Maryland,1977-09-30,550359000.0,MD,21.0,24.0,MF-22,1977
1591,Maryland,1977-12-31,548773000.0,MD,21.0,24.0,MF-22,1977
1592,Maryland,1978-03-31,503778000.0,MD,21.0,24.0,MF-22,1978
1593,Maryland,1978-06-30,564542000.0,MD,21.0,24.0,MF-22,1978
1594,Maryland,1978-09-30,571871000.0,MD,21.0,24.0,MF-22,1978
1595,Maryland,1978-12-31,563895000.0,MD,21.0,24.0,MF-22,1978
1596,Massachusetts,1960-03-31,336977000.0,MA,22.0,25.0,MF-22,1960
1597,Massachusetts,1960-06-30,378436000.0,MA,22.0,25.0,MF-22,1960
1598,Massachusetts,1960-09-30,399164000.0,MA,22.0,25.0,MF-22,1960
1599,Massachusetts,1960-12-31,379222000.0,MA,22.0,25.0,MF-22,1960
1600,Massachusetts,1961-03-31,346700000.0,MA,22.0,25.0,MF-22,1961
1601,Massachusetts,1961-06-30,392709000.0,MA,22.0,25.0,MF-22,1961
1602,Massachusetts,1961-09-30,412490000.0,MA,22.0,25.0,MF-22,1961
1603,Massachusetts,1961-12-31,395316000.0,MA,22.0,25.0,MF-22,1961
1604,Massachusetts,1962-03-31,365064000.0,MA,22.0,25.0,MF-22,1962
1605,Massachusetts,1962-06-30,401232000.0,MA,22.0,25.0,MF-22,1962
1606,Massachusetts,1962-09-30,418809000.0,MA,22.0,25.0,MF-22,1962
1607,Massachusetts,1962-12-31,406214000.0,MA,22.0,25.0,MF-22,1962
1608,Massachusetts,1963-03-31,372234000.0,MA,22.0,25.0,MF-22,1963
1609,Massachusetts,1963-06-30,415532000.0,MA,22.0,25.0,MF-22,1963
1610,Massachusetts,1963-09-30,439451000.0,MA,22.0,25.0,MF-22,1963
1611,Massachusetts,1963-12-31,416840000.0,MA,22.0,25.0,MF-22,1963
1612,Massachusetts,1964-03-31,393516000.0,MA,22.0,25.0,MF-22,1964
1613,Massachusetts,1964-06-30,431958000.0,MA,22.0,25.0,MF-22,1964
1614,Massachusetts,1964-09-30,457246000.0,MA,22.0,25.0,MF-22,1964
1615,Massachusetts,1964-12-31,434494000.0,MA,22.0,25.0,MF-22,1964
1616,Massachusetts,1965-03-31,402972000.0,MA,22.0,25.0,MF-22,1965
1617,Massachusetts,1965-06-30,450228000.0,MA,22.0,25.0,MF-22,1965
1618,Massachusetts,1965-09-30,471569000.0,MA,22.0,25.0,MF-22,1965
1619,Massachusetts,1965-12-31,457925000.0,MA,22.0,25.0,MF-22,1965
1620,Massachusetts,1966-03-31,414723000.0,MA,22.0,25.0,MF-22,1966
1621,Massachusetts,1966-06-30,466591000.0,MA,22.0,25.0,MF-22,1966
1622,Massachusetts,1966-09-30,491790000.0,MA,22.0,25.0,MF-22,1966
1623,Massachusetts,1966-12-31,470180000.0,MA,22.0,25.0,MF-22,1966
1624,Massachusetts,1967-03-31,433174000.0,MA,22.0,25.0,MF-22,1967
1625,Massachusetts,1967-06-30,476384000.0,MA,22.0,25.0,MF-22,1967
1626,Massachusetts,1967-09-30,504171000.0,MA,22.0,25.0,MF-22,1967
1627,Massachusetts,1967-12-31,479597000.0,MA,22.0,25.0,MF-22,1967
1628,Massachusetts,1968-03-31,462734000.0,MA,22.0,25.0,MF-22,1968
1629,Massachusetts,1968-06-30,496916000.0,MA,22.0,25.0,MF-22,1968
1630,Massachusetts,1968-09-30,533168000.0,MA,22.0,25.0,MF-22,1968
1631,Massachusetts,1968-12-31,511644000.0,MA,22.0,25.0,MF-22,1968
1632,Massachusetts,1969-03-31,466714000.0,MA,22.0,25.0,MF-22,1969
1633,Massachusetts,1969-06-30,532546000.0,MA,22.0,25.0,MF-22,1969
1634,Massachusetts,1969-09-30,551159000.0,MA,22.0,25.0,MF-22,1969
1635,Massachusetts,1969-12-31,544108000.0,MA,22.0,25.0,MF-22,1969
1636,Massachusetts,1970-03-31,518109000.0,MA,22.0,25.0,MF-22,1970
1637,Massachusetts,1970-06-30,559047000.0,MA,22.0,25.0,MF-22,1970
1638,Massachusetts,1970-09-30,581450000.0,MA,22.0,25.0,MF-22,1970
1639,Massachusetts,1970-12-31,562377000.0,MA,22.0,25.0,MF-22,1970
1640,Massachusetts,1971-03-31,534171000.0,MA,22.0,25.0,MF-22,1971
1641,Massachusetts,1971-06-30,571774000.0,MA,22.0,25.0,MF-22,1971
1642,Massachusetts,1971-09-30,603881000.0,MA,22.0,25.0,MF-22,1971
1643,Massachusetts,1971-12-31,593095000.0,MA,22.0,25.0,MF-22,1971
1644,Massachusetts,1972-03-31,567128000.0,MA,22.0,25.0,MF-22,1972
1645,Massachusetts,1972-06-30,613557000.0,MA,22.0,25.0,MF-22,1972
1646,Massachusetts,1972-09-30,638358000.0,MA,22.0,25.0,MF-22,1972
1647,Massachusetts,1972-12-31,623545000.0,MA,22.0,25.0,MF-22,1972
1648,Massachusetts,1973-03-31,608607000.0,MA,22.0,25.0,MF-22,1973
1649,Massachusetts,1973-06-30,656494000.0,MA,22.0,25.0,MF-22,1973
1650,Massachusetts,1973-09-30,651093000.0,MA,22.0,25.0,MF-22,1973
1651,Massachusetts,1973-12-31,621636000.0,MA,22.0,25.0,MF-22,1973
1652,Massachusetts,1974-03-31,553606000.0,MA,22.0,25.0,MF-22,1974
1653,Massachusetts,1974-06-30,622114000.0,MA,22.0,25.0,MF-22,1974
1654,Massachusetts,1974-09-30,642273000.0,MA,22.0,25.0,MF-22,1974
1655,Massachusetts,1974-12-31,614393000.0,MA,22.0,25.0,MF-22,1974
1656,Massachusetts,1975-03-31,570713000.0,MA,22.0,25.0,MF-22,1975
1657,Massachusetts,1975-06-30,629644000.0,MA,22.0,25.0,MF-22,1975
1658,Massachusetts,1975-09-30,644994000.0,MA,22.0,25.0,MF-22,1975
1659,Massachusetts,1975-12-31,617388000.0,MA,22.0,25.0,MF-22,1975
1660,Massachusetts,1976-03-31,595028000.0,MA,22.0,25.0,MF-22,1976
1661,Massachusetts,1976-06-30,642527000.0,MA,22.0,25.0,MF-22,1976
1662,Massachusetts,1976-09-30,648726000.0,MA,22.0,25.0,MF-22,1976
1663,Massachusetts,1976-12-31,665751000.0,MA,22.0,25.0,MF-22,1976
1664,Massachusetts,1977-03-31,604163000.0,MA,22.0,25.0,MF-22,1977
1665,Massachusetts,1977-06-30,646918000.0,MA,22.0,25.0,MF-22,1977
1666,Massachusetts,1977-09-30,666151000.0,MA,22.0,25.0,MF-22,1977
1667,Massachusetts,1977-12-31,666788000.0,MA,22.0,25.0,MF-22,1977
1668,Massachusetts,1978-03-31,600009000.0,MA,22.0,25.0,MF-22,1978
1669,Massachusetts,1978-06-30,681162000.0,MA,22.0,25.0,MF-22,1978
1670,Massachusetts,1978-09-30,687445000.0,MA,22.0,25.0,MF-22,1978
1671,Massachusetts,1978-12-31,680537000.0,MA,22.0,25.0,MF-22,1978
1672,Michigan,1960-03-31,623879000.0,MI,23.0,26.0,MF-22,1960
1673,Michigan,1960-06-30,712549000.0,MI,23.0,26.0,MF-22,1960
1674,Michigan,1960-09-30,756675000.0,MI,23.0,26.0,MF-22,1960
1675,Michigan,1960-12-31,692055000.0,MI,23.0,26.0,MF-22,1960
1676,Michigan,1961-03-31,611886000.0,MI,23.0,26.0,MF-22,1961
1677,Michigan,1961-06-30,723572000.0,MI,23.0,26.0,MF-22,1961
1678,Michigan,1961-09-30,752465000.0,MI,23.0,26.0,MF-22,1961
1679,Michigan,1961-12-31,707833000.0,MI,23.0,26.0,MF-22,1961
1680,Michigan,1962-03-31,644568000.0,MI,23.0,26.0,MF-22,1962
1681,Michigan,1962-06-30,745111000.0,MI,23.0,26.0,MF-22,1962
1682,Michigan,1962-09-30,769591000.0,MI,23.0,26.0,MF-22,1962
1683,Michigan,1962-12-31,724963000.0,MI,23.0,26.0,MF-22,1962
1684,Michigan,1963-03-31,688675000.0,MI,23.0,26.0,MF-22,1963
1685,Michigan,1963-06-30,790634000.0,MI,23.0,26.0,MF-22,1963
1686,Michigan,1963-09-30,821718000.0,MI,23.0,26.0,MF-22,1963
1687,Michigan,1963-12-31,778833000.0,MI,23.0,26.0,MF-22,1963
1688,Michigan,1964-03-31,728293000.0,MI,23.0,26.0,MF-22,1964
1689,Michigan,1964-06-30,836593000.0,MI,23.0,26.0,MF-22,1964
1690,Michigan,1964-09-30,878424000.0,MI,23.0,26.0,MF-22,1964
1691,Michigan,1964-12-31,834708000.0,MI,23.0,26.0,MF-22,1964
1692,Michigan,1965-03-31,760791000.0,MI,23.0,26.0,MF-22,1965
1693,Michigan,1965-06-30,884448000.0,MI,23.0,26.0,MF-22,1965
1694,Michigan,1965-09-30,929389000.0,MI,23.0,26.0,MF-22,1965
1695,Michigan,1965-12-31,895019000.0,MI,23.0,26.0,MF-22,1965
1696,Michigan,1966-03-31,827616000.0,MI,23.0,26.0,MF-22,1966
1697,Michigan,1966-06-30,939961000.0,MI,23.0,26.0,MF-22,1966
1698,Michigan,1966-09-30,982307000.0,MI,23.0,26.0,MF-22,1966
1699,Michigan,1966-12-31,931695000.0,MI,23.0,26.0,MF-22,1966
1700,Michigan,1967-03-31,853800000.0,MI,23.0,26.0,MF-22,1967
1701,Michigan,1967-06-30,958493000.0,MI,23.0,26.0,MF-22,1967
1702,Michigan,1967-09-30,1015342000.0,MI,23.0,26.0,MF-22,1967
1703,Michigan,1967-12-31,979379000.0,MI,23.0,26.0,MF-22,1967
1704,Michigan,1968-03-31,922706000.0,MI,23.0,26.0,MF-22,1968
1705,Michigan,1968-06-30,1023224000.0,MI,23.0,26.0,MF-22,1968
1706,Michigan,1968-09-30,1103629000.0,MI,23.0,26.0,MF-22,1968
1707,Michigan,1968-12-31,1061986000.0,MI,23.0,26.0,MF-22,1968
1708,Michigan,1969-03-31,1019251000.0,MI,23.0,26.0,MF-22,1969
1709,Michigan,1969-06-30,1041047000.0,MI,23.0,26.0,MF-22,1969
1710,Michigan,1969-09-30,1185137000.0,MI,23.0,26.0,MF-22,1969
1711,Michigan,1969-12-31,1121435000.0,MI,23.0,26.0,MF-22,1969
1712,Michigan,1970-03-31,1002041000.0,MI,23.0,26.0,MF-22,1970
1713,Michigan,1970-06-30,1096689000.0,MI,23.0,26.0,MF-22,1970
1714,Michigan,1970-09-30,1171106000.0,MI,23.0,26.0,MF-22,1970
1715,Michigan,1970-12-31,1066415000.0,MI,23.0,26.0,MF-22,1970
1716,Michigan,1971-03-31,1018611000.0,MI,23.0,26.0,MF-22,1971
1717,Michigan,1971-06-30,1143994000.0,MI,23.0,26.0,MF-22,1971
1718,Michigan,1971-09-30,1190786000.0,MI,23.0,26.0,MF-22,1971
1719,Michigan,1971-12-31,1153481000.0,MI,23.0,26.0,MF-22,1971
1720,Michigan,1972-03-31,1113611000.0,MI,23.0,26.0,MF-22,1972
1721,Michigan,1972-06-30,1223079000.0,MI,23.0,26.0,MF-22,1972
1722,Michigan,1972-09-30,1220384000.0,MI,23.0,26.0,MF-22,1972
1723,Michigan,1972-12-31,1255868000.0,MI,23.0,26.0,MF-22,1972
1724,Michigan,1973-03-31,1182825000.0,MI,23.0,26.0,MF-22,1973
1725,Michigan,1973-06-30,1275772000.0,MI,23.0,26.0,MF-22,1973
1726,Michigan,1973-09-30,1329029000.0,MI,23.0,26.0,MF-22,1973
1727,Michigan,1973-12-31,1267737000.0,MI,23.0,26.0,MF-22,1973
1728,Michigan,1974-03-31,1073617000.0,MI,23.0,26.0,MF-22,1974
1729,Michigan,1974-06-30,1221598000.0,MI,23.0,26.0,MF-22,1974
1730,Michigan,1974-09-30,1285473000.0,MI,23.0,26.0,MF-22,1974
1731,Michigan,1974-12-31,1218029000.0,MI,23.0,26.0,MF-22,1974
1732,Michigan,1975-03-31,1107712000.0,MI,23.0,26.0,MF-22,1975
1733,Michigan,1975-06-30,1232966000.0,MI,23.0,26.0,MF-22,1975
1734,Michigan,1975-09-30,1302028000.0,MI,23.0,26.0,MF-22,1975
1735,Michigan,1975-12-31,1234882000.0,MI,23.0,26.0,MF-22,1975
1736,Michigan,1976-03-31,1165070000.0,MI,23.0,26.0,MF-22,1976
1737,Michigan,1976-06-30,1324692000.0,MI,23.0,26.0,MF-22,1976
1738,Michigan,1976-09-30,1334891000.0,MI,23.0,26.0,MF-22,1976
1739,Michigan,1976-12-31,1347944000.0,MI,23.0,26.0,MF-22,1976
1740,Michigan,1977-03-31,1206648000.0,MI,23.0,26.0,MF-22,1977
1741,Michigan,1977-06-30,1337477000.0,MI,23.0,26.0,MF-22,1977
1742,Michigan,1977-09-30,1389825000.0,MI,23.0,26.0,MF-22,1977
1743,Michigan,1977-12-31,1338520000.0,MI,23.0,26.0,MF-22,1977
1744,Michigan,1978-03-31,1218649000.0,MI,23.0,26.0,MF-22,1978
1745,Michigan,1978-06-30,1388668000.0,MI,23.0,26.0,MF-22,1978
1746,Michigan,1978-09-30,1443639000.0,MI,23.0,26.0,MF-22,1978
1747,Michigan,1978-12-31,1394217000.0,MI,23.0,26.0,MF-22,1978
1748,Minnesota,1960-03-31,287287000.0,MN,24.0,27.0,MF-22,1960
1749,Minnesota,1960-06-30,369817000.0,MN,24.0,27.0,MF-22,1960
1750,Minnesota,1960-09-30,413210000.0,MN,24.0,27.0,MF-22,1960
1751,Minnesota,1960-12-31,349645000.0,MN,24.0,27.0,MF-22,1960
1752,Minnesota,1961-03-31,279656000.0,MN,24.0,27.0,MF-22,1961
1753,Minnesota,1961-06-30,388215000.0,MN,24.0,27.0,MF-22,1961
1754,Minnesota,1961-09-30,402401000.0,MN,24.0,27.0,MF-22,1961
1755,Minnesota,1961-12-31,359407000.0,MN,24.0,27.0,MF-22,1961
1756,Minnesota,1962-03-31,300052000.0,MN,24.0,27.0,MF-22,1962
1757,Minnesota,1962-06-30,372691000.0,MN,24.0,27.0,MF-22,1962
1758,Minnesota,1962-09-30,400263000.0,MN,24.0,27.0,MF-22,1962
1759,Minnesota,1962-12-31,363922000.0,MN,24.0,27.0,MF-22,1962
1760,Minnesota,1963-03-31,306506000.0,MN,24.0,27.0,MF-22,1963
1761,Minnesota,1963-06-30,397225000.0,MN,24.0,27.0,MF-22,1963
1762,Minnesota,1963-09-30,411556000.0,MN,24.0,27.0,MF-22,1963
1763,Minnesota,1963-12-31,372901000.0,MN,24.0,27.0,MF-22,1963
1764,Minnesota,1964-03-31,312114000.0,MN,24.0,27.0,MF-22,1964
1765,Minnesota,1964-06-30,406310000.0,MN,24.0,27.0,MF-22,1964
1766,Minnesota,1964-09-30,425555000.0,MN,24.0,27.0,MF-22,1964
1767,Minnesota,1964-12-31,387405000.0,MN,24.0,27.0,MF-22,1964
1768,Minnesota,1965-03-31,321660000.0,MN,24.0,27.0,MF-22,1965
1769,Minnesota,1965-06-30,418157000.0,MN,24.0,27.0,MF-22,1965
1770,Minnesota,1965-09-30,439337000.0,MN,24.0,27.0,MF-22,1965
1771,Minnesota,1965-12-31,402698000.0,MN,24.0,27.0,MF-22,1965
1772,Minnesota,1966-03-31,339435000.0,MN,24.0,27.0,MF-22,1966
1773,Minnesota,1966-06-30,439251000.0,MN,24.0,27.0,MF-22,1966
1774,Minnesota,1966-09-30,469126000.0,MN,24.0,27.0,MF-22,1966
1775,Minnesota,1966-12-31,421677000.0,MN,24.0,27.0,MF-22,1966
1776,Minnesota,1967-03-31,354212000.0,MN,24.0,27.0,MF-22,1967
1777,Minnesota,1967-06-30,459573000.0,MN,24.0,27.0,MF-22,1967
1778,Minnesota,1967-09-30,471696000.0,MN,24.0,27.0,MF-22,1967
1779,Minnesota,1967-12-31,432075000.0,MN,24.0,27.0,MF-22,1967
1780,Minnesota,1968-03-31,386462000.0,MN,24.0,27.0,MF-22,1968
1781,Minnesota,1968-06-30,464678000.0,MN,24.0,27.0,MF-22,1968
1782,Minnesota,1968-09-30,508958000.0,MN,24.0,27.0,MF-22,1968
1783,Minnesota,1968-12-31,463980000.0,MN,24.0,27.0,MF-22,1968
1784,Minnesota,1969-03-31,396146000.0,MN,24.0,27.0,MF-22,1969
1785,Minnesota,1969-06-30,496201000.0,MN,24.0,27.0,MF-22,1969
