,STATE,DATE,HIGHWAY_GALLONS,State_abb,StateCode,FIPScode,MF_num,year
184,Alaska,1982-03-31,46323000.0,AK,2.0,2.0,MF-33GA,1982
185,Alaska,1982-06-30,59497000.0,AK,2.0,2.0,MF-33GA,1982
186,Alaska,1982-09-30,73263000.0,AK,2.0,2.0,MF-33GA,1982
187,Alaska,1982-12-31,56029000.0,AK,2.0,2.0,MF-33GA,1982
188,Alaska,1983-03-31,52312000.0,AK,2.0,2.0,MF-33GA,1983
189,Alaska,1983-06-30,53596000.0,AK,2.0,2.0,MF-33GA,1983
190,Alaska,1983-09-30,62157000.0,AK,2.0,2.0,MF-33GA,1983
191,Alaska,1983-12-31,53164000.0,AK,2.0,2.0,MF-33GA,1983
192,Alaska,1984-03-31,50857000.0,AK,2.0,2.0,MF-33GA,1984
193,Alaska,1984-06-30,63920000.0,AK,2.0,2.0,MF-33GA,1984
194,Alaska,1984-09-30,67290000.0,AK,2.0,2.0,MF-33GA,1984
195,Alaska,1984-12-31,66926000.0,AK,2.0,2.0,MF-33GA,1984
196,Alaska,1985-03-31,53623000.0,AK,2.0,2.0,MF-33GA,1985
197,Alaska,1985-06-30,66577000.0,AK,2.0,2.0,MF-33GA,1985
198,Alaska,1985-09-30,86835000.0,AK,2.0,2.0,MF-33GA,1985
199,Alaska,1985-12-31,60674000.0,AK,2.0,2.0,MF-33GA,1985
200,Alaska,1986-03-31,54366000.0,AK,2.0,2.0,MF-33GA,1986
201,Alaska,1986-06-30,69059000.0,AK,2.0,2.0,MF-33GA,1986
202,Alaska,1986-09-30,76878000.0,AK,2.0,2.0,MF-33GA,1986
203,Alaska,1986-12-31,56231000.0,AK,2.0,2.0,MF-33GA,1986
204,Alaska,1987-03-31,49402000.0,AK,2.0,2.0,MF-33GA,1987
205,Alaska,1987-06-30,64031000.0,AK,2.0,2.0,MF-33GA,1987
206,Alaska,1987-09-30,73611000.0,AK,2.0,2.0,MF-33GA,1987
207,Alaska,1987-12-31,55534000.0,AK,2.0,2.0,MF-33GA,1987
208,Alaska,1988-03-31,50443000.0,AK,2.0,2.0,MF-33GA,1988
209,Alaska,1988-06-30,64891000.0,AK,2.0,2.0,MF-33GA,1988
210,Alaska,1988-09-30,71593000.0,AK,2.0,2.0,MF-33GA,1988
211,Alaska,1988-12-31,59111000.0,AK,2.0,2.0,MF-33GA,1988
212,Alaska,1989-03-31,49951000.0,AK,2.0,2.0,MF-33GA,1989
213,Alaska,1989-06-30,64584000.0,AK,2.0,2.0,MF-33GA,1989
214,Alaska,1989-09-30,74476000.0,AK,2.0,2.0,MF-33GA,1989
215,Alaska,1989-12-31,50006000.0,AK,2.0,2.0,MF-33GA,1989
216,Alaska,1990-03-31,43713000.0,AK,2.0,2.0,MF-33GA,1990
217,Alaska,1990-06-30,94043000.0,AK,2.0,2.0,MF-33GA,1990
218,Alaska,1990-09-30,79128000.0,AK,2.0,2.0,MF-33GA,1990
219,Alaska,1990-12-31,57249000.0,AK,2.0,2.0,MF-33GA,1990
220,Alaska,1991-03-31,47860000.0,AK,2.0,2.0,MF-33GA,1991
221,Alaska,1991-06-30,65476000.0,AK,2.0,2.0,MF-33GA,1991
222,Alaska,1991-09-30,74178000.0,AK,2.0,2.0,MF-33GA,1991
223,Alaska,1991-12-31,56721000.0,AK,2.0,2.0,MF-33GA,1991
224,Alaska,1992-03-31,55099000.0,AK,2.0,2.0,MF-33GA,1992
225,Alaska,1992-06-30,66660000.0,AK,2.0,2.0,MF-33GA,1992
226,Alaska,1992-09-30,86233000.0,AK,2.0,2.0,MF-33GA,1992
227,Alaska,1992-12-31,65405000.0,AK,2.0,2.0,MF-33GA,1992
228,Alaska,1993-03-31,52890000.0,AK,2.0,2.0,MF-33GA,1993
229,Alaska,1993-06-30,71165000.0,AK,2.0,2.0,MF-33GA,1993
230,Alaska,1993-09-30,82105000.0,AK,2.0,2.0,MF-33GA,1993
231,Alaska,1993-12-31,69323000.0,AK,2.0,2.0,MF-33GA,1993
232,Alaska,1994-03-31,57550000.0,AK,2.0,2.0,MF-33GA,1994
233,Alaska,1994-06-30,64034000.0,AK,2.0,2.0,MF-33GA,1994
234,Alaska,1994-09-30,97528000.0,AK,2.0,2.0,MF-33GA,1994
235,Alaska,1994-12-31,68236000.0,AK,2.0,2.0,MF-33GA,1994
236,Alaska,1995-03-31,69747000.0,AK,2.0,2.0,MF-33GA,1995
237,Alaska,1995-06-30,83012000.0,AK,2.0,2.0,MF-33GA,1995
238,Alaska,1995-09-30,105142000.0,AK,2.0,2.0,MF-33GA,1995
239,Alaska,1995-12-31,62918000.0,AK,2.0,2.0,MF-33GA,1995
240,Alaska,1996-03-31,65695000.0,AK,2.0,2.0,MF-33GA,1996
241,Alaska,1996-06-30,71892000.0,AK,2.0,2.0,MF-33GA,1996
242,Alaska,1996-09-30,84530000.0,AK,2.0,2.0,MF-33GA,1996
243,Alaska,1996-12-31,69799000.0,AK,2.0,2.0,MF-33GA,1996
244,Alaska,1997-03-31,60155000.0,AK,2.0,2.0,MF-33GA,1997
245,Alaska,1997-06-30,75798000.0,AK,2.0,2.0,MF-33GA,1997
246,Alaska,1997-09-30,82196000.0,AK,2.0,2.0,MF-33GA,1997
247,Alaska,1997-12-31,66624000.0,AK,2.0,2.0,MF-33GA,1997
248,Alaska,1998-03-31,66486000.0,AK,2.0,2.0,MF-33GA,1998
249,Alaska,1998-06-30,75842000.0,AK,2.0,2.0,MF-33GA,1998
250,Alaska,1998-09-30,85849000.0,AK,2.0,2.0,MF-33GA,1998
251,Alaska,1998-12-31,64776000.0,AK,2.0,2.0,MF-33GA,1998
252,Alaska,1999-03-31,64293000.0,AK,2.0,2.0,MF-33GA,1999
253,Alaska,1999-06-30,76809000.0,AK,2.0,2.0,MF-33GA,1999
254,Alaska,1999-09-30,87073000.0,AK,2.0,2.0,MF-33GA,1999
255,Alaska,1999-12-31,68011000.0,AK,2.0,2.0,MF-33GA,1999
256,Alaska,2000-03-31,61630000.0,AK,2.0,2.0,MF-33GA,2000
257,Alaska,2000-06-30,73494000.0,AK,2.0,2.0,MF-33GA,2000
258,Alaska,2000-09-30,82736000.0,AK,2.0,2.0,MF-33GA,2000
259,Alaska,2000-12-31,57101000.0,AK,2.0,2.0,MF-33GA,2000
260,Alaska,2001-03-31,62372000.0,AK,2.0,2.0,MF-33GA,2001
261,Alaska,2001-06-30,77760000.0,AK,2.0,2.0,MF-33GA,2001
262,Alaska,2001-09-30,74485000.0,AK,2.0,2.0,MF-33GA,2001
263,Alaska,2001-12-31,68893000.0,AK,2.0,2.0,MF-33GA,2001
264,Alaska,2002-03-31,57047000.0,AK,2.0,2.0,MF-33GA,2002
265,Alaska,2002-06-30,57699000.0,AK,2.0,2.0,MF-33GA,2002
266,Alaska,2002-09-30,77874000.0,AK,2.0,2.0,MF-33GA,2002
267,Alaska,2002-12-31,67657000.0,AK,2.0,2.0,MF-33GA,2002
268,Alaska,2003-03-31,66869000.0,AK,2.0,2.0,MF-33GA,2003
269,Alaska,2003-06-30,78171000.0,AK,2.0,2.0,MF-33GA,2003
270,Alaska,2003-09-30,87310000.0,AK,2.0,2.0,MF-33GA,2003
271,Alaska,2003-12-31,64114000.0,AK,2.0,2.0,MF-33GA,2003
272,Alaska,2004-03-31,68586000.0,AK,2.0,2.0,MF-33GA,2004
273,Alaska,2004-06-30,71396000.0,AK,2.0,2.0,MF-33GA,2004
274,Alaska,2004-09-30,88277000.0,AK,2.0,2.0,MF-33GA,2004
275,Alaska,2004-12-31,74841000.0,AK,2.0,2.0,MF-33GA,2004
276,Alaska,2005-03-31,65242000.0,AK,2.0,2.0,MF-33GA,2005
277,Alaska,2005-06-30,81485000.0,AK,2.0,2.0,MF-33GA,2005
278,Alaska,2005-09-30,86525000.0,AK,2.0,2.0,MF-33GA,2005
279,Alaska,2005-12-31,67185000.0,AK,2.0,2.0,MF-33GA,2005
280,Alaska,2006-03-31,64958000.0,AK,2.0,2.0,MF-33GA,2006
281,Alaska,2006-06-30,75575000.0,AK,2.0,2.0,MF-33GA,2006
282,Alaska,2006-09-30,84265000.0,AK,2.0,2.0,MF-33GA,2006
283,Alaska,2006-12-31,69657000.0,AK,2.0,2.0,MF-33GA,2006
284,Alaska,2007-03-31,69558000.0,AK,2.0,2.0,MF-33GA,2007
285,Alaska,2007-06-30,79870000.0,AK,2.0,2.0,MF-33GA,2007
286,Alaska,2007-09-30,85849000.0,AK,2.0,2.0,MF-33GA,2007
287,Alaska,2007-12-31,68968000.0,AK,2.0,2.0,MF-33GA,2007
288,Alaska,2008-03-31,66228688.0,AK,2.0,2.0,MF-33GA,2008
289,Alaska,2008-06-30,74941099.0,AK,2.0,2.0,MF-33GA,2008
290,Alaska,2008-09-30,79213846.0,AK,2.0,2.0,MF-33GA,2008
291,Alaska,2008-12-31,69126300.0,AK,2.0,2.0,MF-33GA,2008
292,Alaska,2009-03-31,65510046.0,AK,2.0,2.0,MF-33GA,2009
293,Alaska,2009-06-30,76745231.0,AK,2.0,2.0,MF-33GA,2009
294,Alaska,2009-09-30,83405899.0,AK,2.0,2.0,MF-33GA,2009
295,Alaska,2009-12-31,69245228.0,AK,2.0,2.0,MF-33GA,2009
296,Alaska,2010-03-31,62590356.0,AK,2.0,2.0,MF-33GA,2010
297,Alaska,2010-06-30,81055025.0,AK,2.0,2.0,MF-33GA,2010
298,Alaska,2010-09-30,84150956.0,AK,2.0,2.0,MF-33GA,2010
299,Alaska,2010-12-31,69769324.0,AK,2.0,2.0,MF-33GA,2010
300,Alaska,2011-03-31,66453107.0,AK,2.0,2.0,MF-33GA,2011
301,Alaska,2011-06-30,74730180.0,AK,2.0,2.0,MF-33GA,2011
302,Alaska,2011-09-30,81350089.0,AK,2.0,2.0,MF-33GA,2011
303,Alaska,2011-12-31,69138451.0,AK,2.0,2.0,MF-33GA,2011
304,Alaska,2012-03-31,66343000.0,AK,2.0,2.0,MF-33GA,2012
305,Alaska,2012-06-30,73739000.0,AK,2.0,2.0,MF-33GA,2012
306,Alaska,2012-09-30,81403000.0,AK,2.0,2.0,MF-33GA,2012
307,Alaska,2012-12-31,69268000.0,AK,2.0,2.0,MF-33GA,2012
308,Alaska,2013-03-31,64090000.0,AK,2.0,2.0,MF-33GA,2013
309,Alaska,2013-06-30,74044000.0,AK,2.0,2.0,MF-33GA,2013
310,Alaska,2013-09-30,75461000.0,AK,2.0,2.0,MF-33GA,2013
311,Alaska,2013-12-31,66358000.0,AK,2.0,2.0,MF-33GA,2013
312,Alaska,2014-03-31,63386442.0,AK,2.0,2.0,MF-33GA,2014
313,Alaska,2014-06-30,74005817.0,AK,2.0,2.0,MF-33GA,2014
314,Alaska,2014-09-30,85106675.0,AK,2.0,2.0,MF-33GA,2014
315,Alaska,2014-12-31,66223956.0,AK,2.0,2.0,MF-33GA,2014
316,Alaska,2015-03-31,64457505.0,AK,2.0,2.0,MF-33GA,2015
317,Alaska,2015-06-30,75529615.0,AK,2.0,2.0,MF-33GA,2015
318,Alaska,2015-09-30,84244660.0,AK,2.0,2.0,MF-33GA,2015
319,Alaska,2015-12-31,68444187.0,AK,2.0,2.0,MF-33GA,2015
320,Alaska,2016-03-31,65051000.0,AK,2.0,2.0,MF-33GA,2016
321,Alaska,2016-06-30,76855000.0,AK,2.0,2.0,MF-33GA,2016
322,Alaska,2016-09-30,85945000.0,AK,2.0,2.0,MF-33GA,2016
323,Alaska,2016-12-31,69089000.0,AK,2.0,2.0,MF-33GA,2016
324,Alaska,2017-03-31,66042510.0,AK,2.0,2.0,MF-33GA,2017
325,Alaska,2017-06-30,74377306.0,AK,2.0,2.0,MF-33GA,2017
326,Alaska,2017-09-30,83246195.0,AK,2.0,2.0,MF-33GA,2017
327,Alaska,2017-12-31,65819928.0,AK,2.0,2.0,MF-33GA,2017
328,Alaska,2018-03-31,63845380.0,AK,2.0,2.0,MF-33GA,2018
329,Alaska,2018-06-30,73837422.0,AK,2.0,2.0,MF-33GA,2018
330,Alaska,2018-09-30,82566852.0,AK,2.0,2.0,MF-33GA,2018
331,Alaska,2018-12-31,66211226.0,AK,2.0,2.0,MF-33GA,2018
332,Alaska,2019-03-31,63829804.0,AK,2.0,2.0,MF-33GA,2019
333,Alaska,2019-06-30,74390122.0,AK,2.0,2.0,MF-33GA,2019
334,Alaska,2019-09-30,81671710.0,AK,2.0,2.0,MF-33GA,2019
335,Alaska,2019-12-31,65471526.0,AK,2.0,2.0,MF-33GA,2019
336,Alaska,2020-03-31,63686459.0,AK,2.0,2.0,MF-33GA,2020
337,Alaska,2020-06-30,59617719.0,AK,2.0,2.0,MF-33GA,2020
338,Alaska,2020-09-30,73011665.0,AK,2.0,2.0,MF-33GA,2020
339,Alaska,2020-12-31,59706625.0,AK,2.0,2.0,MF-33GA,2020
340,Alaska,2021-03-31,61677541.0,AK,2.0,2.0,MF-33GA,2021
341,Alaska,2021-06-30,71983314.0,AK,2.0,2.0,MF-33GA,2021
342,Alaska,2021-09-30,80108811.0,AK,2.0,2.0,MF-33GA,2021
343,Alaska,2021-12-31,63963630.0,AK,2.0,2.0,MF-33GA,2021
344,Arizona,1979-03-31,369793000.0,AZ,3.0,4.0,MF-33GA,1979
345,Arizona,1979-06-30,362604000.0,AZ,3.0,4.0,MF-33GA,1979
346,Arizona,1979-09-30,335290000.0,AZ,3.0,4.0,MF-33GA,1979
347,Arizona,1979-12-31,345331000.0,AZ,3.0,4.0,MF-33GA,1979
348,Arizona,1980-03-31,348941000.0,AZ,3.0,4.0,MF-33GA,1980
349,Arizona,1980-06-30,330531000.0,AZ,3.0,4.0,MF-33GA,1980
350,Arizona,1980-09-30,335327000.0,AZ,3.0,4.0,MF-33GA,1980
351,Arizona,1980-12-31,313923000.0,AZ,3.0,4.0,MF-33GA,1980
352,Arizona,1981-03-31,330388000.0,AZ,3.0,4.0,MF-33GA,1981
353,Arizona,1981-06-30,333610000.0,AZ,3.0,4.0,MF-33GA,1981
354,Arizona,1981-09-30,344772000.0,AZ,3.0,4.0,MF-33GA,1981
355,Arizona,1981-12-31,335668000.0,AZ,3.0,4.0,MF-33GA,1981
356,Arizona,1982-03-31,335067000.0,AZ,3.0,4.0,MF-33GA,1982
357,Arizona,1982-06-30,334623000.0,AZ,3.0,4.0,MF-33GA,1982
358,Arizona,1982-09-30,340532000.0,AZ,3.0,4.0,MF-33GA,1982
359,Arizona,1982-12-31,331391000.0,AZ,3.0,4.0,MF-33GA,1982
360,Arizona,1983-03-31,349218000.0,AZ,3.0,4.0,MF-33GA,1983
361,Arizona,1983-06-30,361124000.0,AZ,3.0,4.0,MF-33GA,1983
362,Arizona,1983-09-30,346160000.0,AZ,3.0,4.0,MF-33GA,1983
363,Arizona,1983-12-31,354402000.0,AZ,3.0,4.0,MF-33GA,1983
364,Arizona,1984-03-31,364165000.0,AZ,3.0,4.0,MF-33GA,1984
365,Arizona,1984-06-30,391310000.0,AZ,3.0,4.0,MF-33GA,1984
366,Arizona,1984-09-30,361560000.0,AZ,3.0,4.0,MF-33GA,1984
367,Arizona,1984-12-31,372930000.0,AZ,3.0,4.0,MF-33GA,1984
368,Arizona,1985-03-31,382907000.0,AZ,3.0,4.0,MF-33GA,1985
369,Arizona,1985-06-30,399801000.0,AZ,3.0,4.0,MF-33GA,1985
370,Arizona,1985-09-30,380474000.0,AZ,3.0,4.0,MF-33GA,1985
371,Arizona,1985-12-31,392723000.0,AZ,3.0,4.0,MF-33GA,1985
372,Arizona,1986-03-31,400757000.0,AZ,3.0,4.0,MF-33GA,1986
373,Arizona,1986-06-30,413591000.0,AZ,3.0,4.0,MF-33GA,1986
374,Arizona,1986-09-30,404111000.0,AZ,3.0,4.0,MF-33GA,1986
375,Arizona,1986-12-31,416624000.0,AZ,3.0,4.0,MF-33GA,1986
376,Arizona,1987-03-31,430736000.0,AZ,3.0,4.0,MF-33GA,1987
377,Arizona,1987-06-30,421764000.0,AZ,3.0,4.0,MF-33GA,1987
378,Arizona,1987-09-30,416510000.0,AZ,3.0,4.0,MF-33GA,1987
379,Arizona,1987-12-31,414345000.0,AZ,3.0,4.0,MF-33GA,1987
380,Arizona,1988-03-31,420467000.0,AZ,3.0,4.0,MF-33GA,1988
381,Arizona,1988-06-30,437028000.0,AZ,3.0,4.0,MF-33GA,1988
382,Arizona,1988-09-30,432409000.0,AZ,3.0,4.0,MF-33GA,1988
383,Arizona,1988-12-31,418705000.0,AZ,3.0,4.0,MF-33GA,1988
384,Arizona,1989-03-31,420220000.0,AZ,3.0,4.0,MF-33GA,1989
385,Arizona,1989-06-30,459535000.0,AZ,3.0,4.0,MF-33GA,1989
386,Arizona,1989-09-30,413210000.0,AZ,3.0,4.0,MF-33GA,1989
387,Arizona,1989-12-31,451589000.0,AZ,3.0,4.0,MF-33GA,1989
388,Arizona,1990-03-31,420877000.0,AZ,3.0,4.0,MF-33GA,1990
389,Arizona,1990-06-30,426639000.0,AZ,3.0,4.0,MF-33GA,1990
390,Arizona,1990-09-30,414717000.0,AZ,3.0,4.0,MF-33GA,1990
391,Arizona,1990-12-31,432101000.0,AZ,3.0,4.0,MF-33GA,1990
392,Arizona,1991-03-31,423446000.0,AZ,3.0,4.0,MF-33GA,1991
393,Arizona,1991-06-30,448782000.0,AZ,3.0,4.0,MF-33GA,1991
394,Arizona,1991-09-30,420840000.0,AZ,3.0,4.0,MF-33GA,1991
395,Arizona,1991-12-31,445853000.0,AZ,3.0,4.0,MF-33GA,1991
396,Arizona,1992-03-31,459309000.0,AZ,3.0,4.0,MF-33GA,1992
397,Arizona,1992-06-30,438502000.0,AZ,3.0,4.0,MF-33GA,1992
398,Arizona,1992-09-30,451671000.0,AZ,3.0,4.0,MF-33GA,1992
399,Arizona,1992-12-31,446584000.0,AZ,3.0,4.0,MF-33GA,1992
400,Arizona,1993-03-31,437011000.0,AZ,3.0,4.0,MF-33GA,1993
401,Arizona,1993-06-30,470076000.0,AZ,3.0,4.0,MF-33GA,1993
402,Arizona,1993-09-30,478686000.0,AZ,3.0,4.0,MF-33GA,1993
403,Arizona,1993-12-31,471251000.0,AZ,3.0,4.0,MF-33GA,1993
404,Arizona,1994-03-31,462501000.0,AZ,3.0,4.0,MF-33GA,1994
405,Arizona,1994-06-30,489841000.0,AZ,3.0,4.0,MF-33GA,1994
406,Arizona,1994-09-30,484648000.0,AZ,3.0,4.0,MF-33GA,1994
407,Arizona,1994-12-31,497695000.0,AZ,3.0,4.0,MF-33GA,1994
408,Arizona,1995-03-31,479727000.0,AZ,3.0,4.0,MF-33GA,1995
409,Arizona,1995-06-30,506303000.0,AZ,3.0,4.0,MF-33GA,1995
410,Arizona,1995-09-30,492516000.0,AZ,3.0,4.0,MF-33GA,1995
411,Arizona,1995-12-31,516721000.0,AZ,3.0,4.0,MF-33GA,1995
412,Arizona,1996-03-31,533553000.0,AZ,3.0,4.0,MF-33GA,1996
413,Arizona,1996-06-30,507758000.0,AZ,3.0,4.0,MF-33GA,1996
414,Arizona,1996-09-30,506931000.0,AZ,3.0,4.0,MF-33GA,1996
415,Arizona,1996-12-31,552483000.0,AZ,3.0,4.0,MF-33GA,1996
416,Arizona,1997-03-31,508372000.0,AZ,3.0,4.0,MF-33GA,1997
417,Arizona,1997-06-30,518685000.0,AZ,3.0,4.0,MF-33GA,1997
418,Arizona,1997-09-30,507276000.0,AZ,3.0,4.0,MF-33GA,1997
419,Arizona,1997-12-31,543522000.0,AZ,3.0,4.0,MF-33GA,1997
420,Arizona,1998-03-31,513111000.0,AZ,3.0,4.0,MF-33GA,1998
421,Arizona,1998-06-30,576573000.0,AZ,3.0,4.0,MF-33GA,1998
422,Arizona,1998-09-30,573646000.0,AZ,3.0,4.0,MF-33GA,1998
423,Arizona,1998-12-31,576541000.0,AZ,3.0,4.0,MF-33GA,1998
424,Arizona,1999-03-31,583147000.0,AZ,3.0,4.0,MF-33GA,1999
425,Arizona,1999-06-30,575894000.0,AZ,3.0,4.0,MF-33GA,1999
426,Arizona,1999-09-30,586048000.0,AZ,3.0,4.0,MF-33GA,1999
427,Arizona,1999-12-31,602245000.0,AZ,3.0,4.0,MF-33GA,1999
428,Arizona,2000-03-31,590025000.0,AZ,3.0,4.0,MF-33GA,2000
429,Arizona,2000-06-30,608237000.0,AZ,3.0,4.0,MF-33GA,2000
430,Arizona,2000-09-30,590741000.0,AZ,3.0,4.0,MF-33GA,2000
431,Arizona,2000-12-31,614275000.0,AZ,3.0,4.0,MF-33GA,2000
432,Arizona,2001-03-31,616015000.0,AZ,3.0,4.0,MF-33GA,2001
433,Arizona,2001-06-30,625735000.0,AZ,3.0,4.0,MF-33GA,2001
434,Arizona,2001-09-30,621065000.0,AZ,3.0,4.0,MF-33GA,2001
435,Arizona,2001-12-31,630223000.0,AZ,3.0,4.0,MF-33GA,2001
436,Arizona,2002-03-31,641244000.0,AZ,3.0,4.0,MF-33GA,2002
437,Arizona,2002-06-30,656082000.0,AZ,3.0,4.0,MF-33GA,2002
438,Arizona,2002-09-30,647962000.0,AZ,3.0,4.0,MF-33GA,2002
439,Arizona,2002-12-31,660043000.0,AZ,3.0,4.0,MF-33GA,2002
440,Arizona,2003-03-31,652970000.0,AZ,3.0,4.0,MF-33GA,2003
441,Arizona,2003-06-30,663791000.0,AZ,3.0,4.0,MF-33GA,2003
442,Arizona,2003-09-30,661546000.0,AZ,3.0,4.0,MF-33GA,2003
443,Arizona,2003-12-31,666523000.0,AZ,3.0,4.0,MF-33GA,2003
444,Arizona,2004-03-31,697104000.0,AZ,3.0,4.0,MF-33GA,2004
445,Arizona,2004-06-30,683855000.0,AZ,3.0,4.0,MF-33GA,2004
446,Arizona,2004-09-30,685909000.0,AZ,3.0,4.0,MF-33GA,2004
447,Arizona,2004-12-31,699501000.0,AZ,3.0,4.0,MF-33GA,2004
448,Arizona,2005-03-31,705386000.0,AZ,3.0,4.0,MF-33GA,2005
449,Arizona,2005-06-30,711560000.0,AZ,3.0,4.0,MF-33GA,2005
450,Arizona,2005-09-30,703922000.0,AZ,3.0,4.0,MF-33GA,2005
451,Arizona,2005-12-31,707094000.0,AZ,3.0,4.0,MF-33GA,2005
452,Arizona,2006-03-31,706647000.0,AZ,3.0,4.0,MF-33GA,2006
453,Arizona,2006-06-30,717276000.0,AZ,3.0,4.0,MF-33GA,2006
454,Arizona,2006-09-30,715245000.0,AZ,3.0,4.0,MF-33GA,2006
455,Arizona,2006-12-31,731613000.0,AZ,3.0,4.0,MF-33GA,2006
456,Arizona,2007-03-31,740384000.0,AZ,3.0,4.0,MF-33GA,2007
457,Arizona,2007-06-30,703438000.0,AZ,3.0,4.0,MF-33GA,2007
458,Arizona,2007-09-30,726969000.0,AZ,3.0,4.0,MF-33GA,2007
459,Arizona,2007-12-31,719089000.0,AZ,3.0,4.0,MF-33GA,2007
460,Arizona,2008-03-31,716345179.0,AZ,3.0,4.0,MF-33GA,2008
461,Arizona,2008-06-30,686194884.0,AZ,3.0,4.0,MF-33GA,2008
462,Arizona,2008-09-30,667016048.0,AZ,3.0,4.0,MF-33GA,2008
463,Arizona,2008-12-31,650609343.0,AZ,3.0,4.0,MF-33GA,2008
464,Arizona,2009-03-31,666764591.0,AZ,3.0,4.0,MF-33GA,2009
465,Arizona,2009-06-30,662601509.0,AZ,3.0,4.0,MF-33GA,2009
466,Arizona,2009-09-30,652996502.0,AZ,3.0,4.0,MF-33GA,2009
467,Arizona,2009-12-31,659157501.0,AZ,3.0,4.0,MF-33GA,2009
468,Arizona,2010-03-31,660718438.0,AZ,3.0,4.0,MF-33GA,2010
469,Arizona,2010-06-30,671230866.0,AZ,3.0,4.0,MF-33GA,2010
470,Arizona,2010-09-30,656798208.0,AZ,3.0,4.0,MF-33GA,2010
471,Arizona,2010-12-31,663388524.0,AZ,3.0,4.0,MF-33GA,2010
472,Arizona,2011-03-31,661689011.0,AZ,3.0,4.0,MF-33GA,2011
473,Arizona,2011-06-30,654374295.0,AZ,3.0,4.0,MF-33GA,2011
474,Arizona,2011-09-30,657952143.0,AZ,3.0,4.0,MF-33GA,2011
475,Arizona,2011-12-31,654802069.0,AZ,3.0,4.0,MF-33GA,2011
476,Arizona,2012-03-31,663918000.0,AZ,3.0,4.0,MF-33GA,2012
477,Arizona,2012-06-30,655780000.0,AZ,3.0,4.0,MF-33GA,2012
478,Arizona,2012-09-30,644986000.0,AZ,3.0,4.0,MF-33GA,2012
479,Arizona,2012-12-31,652294000.0,AZ,3.0,4.0,MF-33GA,2012
480,Arizona,2013-03-31,508314000.0,AZ,3.0,4.0,MF-33GA,2013
481,Arizona,2013-06-30,669010000.0,AZ,3.0,4.0,MF-33GA,2013
482,Arizona,2013-09-30,664396000.0,AZ,3.0,4.0,MF-33GA,2013
483,Arizona,2013-12-31,659280000.0,AZ,3.0,4.0,MF-33GA,2013
484,Arizona,2014-03-31,663131995.0,AZ,3.0,4.0,MF-33GA,2014
485,Arizona,2014-06-30,674260490.0,AZ,3.0,4.0,MF-33GA,2014
486,Arizona,2014-09-30,668951519.0,AZ,3.0,4.0,MF-33GA,2014
487,Arizona,2014-12-31,682806246.0,AZ,3.0,4.0,MF-33GA,2014
488,Arizona,2015-03-31,697188443.0,AZ,3.0,4.0,MF-33GA,2015
489,Arizona,2015-06-30,699628141.0,AZ,3.0,4.0,MF-33GA,2015
490,Arizona,2015-09-30,708174400.0,AZ,3.0,4.0,MF-33GA,2015
491,Arizona,2015-12-31,712180192.0,AZ,3.0,4.0,MF-33GA,2015
492,Arizona,2016-03-31,727287000.0,AZ,3.0,4.0,MF-33GA,2016
493,Arizona,2016-06-30,731055000.0,AZ,3.0,4.0,MF-33GA,2016
494,Arizona,2016-09-30,739053000.0,AZ,3.0,4.0,MF-33GA,2016
495,Arizona,2016-12-31,734643000.0,AZ,3.0,4.0,MF-33GA,2016
496,Arizona,2017-03-31,714240138.0,AZ,3.0,4.0,MF-33GA,2017
497,Arizona,2017-06-30,741686136.0,AZ,3.0,4.0,MF-33GA,2017
498,Arizona,2017-09-30,749599468.0,AZ,3.0,4.0,MF-33GA,2017
499,Arizona,2017-12-31,744261568.0,AZ,3.0,4.0,MF-33GA,2017
500,Arizona,2018-03-31,746697684.0,AZ,3.0,4.0,MF-33GA,2018
501,Arizona,2018-06-30,755469909.0,AZ,3.0,4.0,MF-33GA,2018
502,Arizona,2018-09-30,760646154.0,AZ,3.0,4.0,MF-33GA,2018
503,Arizona,2018-12-31,752045529.0,AZ,3.0,4.0,MF-33GA,2018
504,Arizona,2019-03-31,737248299.0,AZ,3.0,4.0,MF-33GA,2019
505,Arizona,2019-06-30,773831201.0,AZ,3.0,4.0,MF-33GA,2019
506,Arizona,2019-09-30,779722279.0,AZ,3.0,4.0,MF-33GA,2019
507,Arizona,2019-12-31,775469930.0,AZ,3.0,4.0,MF-33GA,2019
508,Arizona,2020-03-31,743445077.0,AZ,3.0,4.0,MF-33GA,2020
509,Arizona,2020-06-30,595882514.0,AZ,3.0,4.0,MF-33GA,2020
510,Arizona,2020-09-30,709727562.0,AZ,3.0,4.0,MF-33GA,2020
511,Arizona,2020-12-31,704227376.0,AZ,3.0,4.0,MF-33GA,2020
512,Arizona,2021-03-31,705905145.0,AZ,3.0,4.0,MF-33GA,2021
513,Arizona,2021-06-30,778883543.0,AZ,3.0,4.0,MF-33GA,2021
514,Arizona,2021-09-30,778860114.0,AZ,3.0,4.0,MF-33GA,2021
515,Arizona,2021-12-31,765231745.0,AZ,3.0,4.0,MF-33GA,2021
516,Arkansas,1979-03-31,296880000.0,AR,4.0,5.0,MF-33GA,1979
517,Arkansas,1979-06-30,326014000.0,AR,4.0,5.0,MF-33GA,1979
518,Arkansas,1979-09-30,326702000.0,AR,4.0,5.0,MF-33GA,1979
519,Arkansas,1979-12-31,320154000.0,AR,4.0,5.0,MF-33GA,1979
